,date,S_m,R_o_m,R_h_m,R_o (m3/d),R_h (m3/d)
1084,2019-12-21,0.004567129367027982,0.0005074588185586648,0.0,2349.1709894125297,0.0
1085,2019-12-22,0.004154785968937429,0.00046164288543749216,0.0,2137.0760232696157,0.0
1086,2019-12-23,0.003762581511341645,0.0004180646123712939,0.0,1935.339821016633,0.0
1087,2019-12-24,0.003417538128534011,0.00037972645872600124,0.0,1757.861619756938,0.0
1088,2019-12-25,0.0037103962442357114,0.00041226624935952354,7.620000000000001e-05,1908.4975519000525,352.75144080000007
1089,2019-12-26,0.0032854479922203037,0.0003650497769133671,0.0,1689.9190914686196,0.0
1090,2019-12-27,0.00290163805014113,0.00032240422779345894,0.0,1492.5007332566147,0.0
1091,2019-12-28,0.01353759441283314,0.00150417715698146,0.0013462,6963.2632459797605,6231.9421208
1092,2019-12-29,0.015877950917084518,0.0017642167685649466,0.0004572,8167.06045924941,2116.5086448
1093,2019-12-30,0.01716125635500872,0.0019068062616676357,0.0003556,8827.1477182378,1646.1733904
1094,2019-12-31,0.015461064854364992,0.0017178960949294437,0.0,7952.628905919355,0.0
1095,2020-01-01,0.013874697414806044,0.0015416330460895605,0.0,7136.657194133665,0.0
1096,2020-01-02,0.012420350899447888,0.0013800389888275434,0.0,6388.592410355525,0.0
1097,2020-01-03,0.011347849166564323,0.0012608721296182583,2.54e-05,5836.9351756877295,117.5838136
1098,2020-01-04,0.010176170462479319,0.0011306856069421467,0.0,5234.264789247569,0.0
1099,2020-01-05,0.009104859025374244,0.0010116510028193605,0.0,4683.219800935621,0.0
1100,2020-01-06,0.008169663787849064,0.0009077404208721184,0.0,4202.188206496564,0.0
1101,2020-01-07,0.007689760771676403,0.0008544178635196003,5.08e-05,3955.3429449054697,235.1676272
1102,2020-01-08,0.00686667484308019,0.0007629638714533545,0.0,3531.976442697071,0.0
1103,2020-01-09,0.006139518202853804,0.0006821686892059782,0.0,3157.952598242208,0.0
1104,2020-01-10,0.005395878889343934,0.0005995420988159927,0.0,2775.4506453752942,0.0
1105,2020-01-11,0.004807896350287092,0.0005342107055874547,0.0,2473.0130720047146,0.0
1106,2020-01-12,0.00613784115117675,0.00068198235013075,0.0002286,3157.0899817426794,1058.2543224
1107,2020-01-13,0.00842231297636928,0.00093581255292992,0.0003556,4332.142078277632,1646.1733904
1108,2020-01-14,0.007568268728658882,0.0008409187476287647,0.0,3892.8517036978787,0.0
1109,2020-01-15,0.007408825501964422,0.0008232028335516026,7.620000000000001e-05,3810.839706115097,352.75144080000007
1110,2020-01-16,0.006649334285514919,0.0007388149206127688,0.0,3420.184090953961,0.0
1111,2020-01-17,0.011717137032506285,0.0013019041147229208,0.0007112,6026.883887820982,3292.3467808
1112,2020-01-18,0.011572288117082595,0.0012858097907869552,0.00012700000000000002,5952.378691533399,587.9190680000002
1113,2020-01-19,0.010393974379855968,0.0011548860422062187,0.0,5346.295477008573,0.0
1114,2020-01-20,0.009561680392058125,0.0010624089324509029,2.54e-05,4918.192672452045,117.5838136
1115,2020-01-21,0.008594452087840068,0.0009549391208711187,0.0,4420.684393222736,0.0
1116,2020-01-22,0.012688040783905041,0.0014097823093227825,0.0006096000000000001,6526.282688031008,2822.0115264000005
1117,2020-01-23,0.011838441828257395,0.0013153824253619327,5.08e-05,6089.278815609189,235.1676272
1118,2020-01-24,0.012301310787910021,0.0013668123097677802,0.0002032,6327.362356611029,940.6705088
1119,2020-01-25,0.01106250981824555,0.001229167757582839,0.0,5690.166633494116,0.0
1120,2020-01-26,0.009926476280339361,0.0011029418089265957,0.0,5105.830868994946,0.0
1121,2020-01-27,0.00892573818451767,0.00099174868716863,0.0,4591.086329530744,0.0
1122,2020-01-28,0.008026253184221004,0.0008918059093578894,0.0,4128.422827295928,0.0
1123,2020-01-29,0.007626330951774413,0.0008473701057527126,5.08e-05,3922.7168726393406,235.1676272
1124,2020-01-30,0.006850029108580646,0.0007611143453978496,0.0,3523.4144613207386,0.0
1125,2020-01-31,0.0065561459636654384,0.0007284606626294932,5.08e-05,3372.2512901401105,235.1676272
1126,2020-02-01,0.005867489080278487,0.0006519432311420542,0.0,3018.0303688342133,0.0
1127,2020-02-02,0.005258994096299618,0.0005843326773666243,0.0,2705.041914010476,0.0
1128,2020-02-03,0.0045903869955676154,0.0005100429995075128,0.0,2361.133896932137,0.0
1129,2020-02-04,0.004017286436745548,0.00044636515963839425,0.0,2066.3510916714645,0.0
